258.424, 130.312, 8.340, 11.672 False
258.147, 130.287, 8.340, 11.705 False
257.871, 130.264, 8.340, 11.738 False
257.594, 130.240, 8.340, 11.771 False
257.316, 130.217, 8.340, 11.804 False
257.040, 130.193, 8.340, 11.837 False
256.763, 130.170, 8.339, 11.870 False
256.486, 130.147, 8.339, 11.903 False
256.208, 130.124, 8.339, 11.936 False
255.931, 130.101, 8.339, 11.969 False
255.654, 130.078, 8.339, 12.002 False
255.377, 130.055, 8.339, 12.035 False
255.100, 130.033, 8.339, 12.068 False
254.823, 130.011, 8.338, 12.101 False
254.546, 129.990, 8.338, 12.134 False
254.269, 129.968, 8.338, 12.167 False
253.992, 129.947, 8.338, 12.200 False
253.715, 129.925, 8.338, 12.233 False
253.438, 129.905, 8.338, 12.266 False
253.160, 129.884, 8.338, 12.299 False
252.883, 129.863, 8.338, 12.332 False
252.606, 129.843, 8.337, 12.365 False
252.329, 129.823, 8.337, 12.398 False
252.052, 129.803, 8.337, 12.431 False
251.775, 129.783, 8.337, 12.464 False
251.497, 129.764, 8.337, 12.497 False
251.220, 129.744, 8.337, 12.530 False
250.943, 129.725, 8.337, 12.563 False
250.666, 129.707, 8.337, 12.596 False
250.388, 129.688, 8.337, 12.629 False
250.111, 129.669, 8.337, 12.662 False
249.834, 129.651, 8.337, 12.695 False
249.557, 129.632, 8.336, 12.728 False
249.279, 129.614, 8.336, 12.761 False
249.002, 129.596, 8.336, 12.794 False
248.725, 129.579, 8.336, 12.827 False
248.447, 129.561, 8.336, 12.860 False
248.170, 129.544, 8.336, 12.893 False
247.893, 129.527, 8.336, 12.926 False
247.615, 129.510, 8.336, 12.959 False
247.338, 129.493, 8.336, 12.992 False
247.061, 129.477, 8.336, 13.025 False
246.783, 129.460, 8.336, 13.058 False
246.506, 129.444, 8.336, 13.091 False
246.228, 129.429, 8.335, 13.124 False
245.951, 129.413, 8.335, 13.157 False
245.674, 129.398, 8.335, 13.190 False
245.396, 129.383, 8.335, 13.223 False
245.119, 129.368, 8.335, 13.256 False
244.841, 129.354, 8.335, 13.289 False
244.564, 129.340, 8.335, 13.322 False
244.286, 129.326, 8.335, 13.355 False
244.009, 129.312, 8.335, 13.388 False
243.731, 129.299, 8.335, 13.421 False
243.454, 129.285, 8.335, 13.454 False
243.176, 129.272, 8.335, 13.487 False
242.899, 129.260, 8.335, 13.520 False
242.621, 129.247, 8.335, 13.553 False
242.344, 129.235, 8.335, 13.586 False
242.066, 129.223, 8.335, 13.619 False
241.788, 129.212, 8.334, 13.652 False
241.511, 129.200, 8.335, 13.685 False
241.233, 129.189, 8.335, 13.718 False
240.956, 129.178, 8.335, 13.751 False
240.678, 129.167, 8.334, 13.784 False
240.400, 129.157, 8.334, 13.817 False
240.123, 129.146, 8.334, 13.850 False
239.845, 129.136, 8.334, 13.883 False
239.567, 129.127, 8.334, 13.916 False
239.290, 129.117, 8.334, 13.949 False
239.012, 129.108, 8.334, 13.982 False
238.734, 129.099, 8.334, 14.015 False
238.457, 129.091, 8.334, 14.048 False
238.179, 129.082, 8.334, 14.081 False
237.901, 129.074, 8.334, 14.114 False
237.624, 129.065, 8.334, 14.147 False
237.346, 129.058, 8.334, 14.180 False
237.068, 129.050, 8.334, 14.213 False
236.791, 129.043, 8.334, 14.246 False
236.513, 129.036, 8.334, 14.279 False
236.235, 129.029, 8.334, 14.312 False
235.957, 129.023, 8.334, 14.345 False
235.680, 129.016, 8.334, 14.378 False
235.402, 129.011, 8.334, 14.411 False
235.124, 129.005, 8.334, 14.444 False
234.847, 128.999, 8.334, 14.477 False
234.569, 128.994, 8.334, 14.510 False
234.291, 128.988, 8.334, 14.543 False
234.013, 128.984, 8.334, 14.576 False
